Voltage,Timestamp,Moving Average,Voltage Change,Time Difference,Rate of Change,MA_1000,MA_5000
99,2024-06-26 09:36:30,99.8,-1.0,16.0,-0.0625,,
98,2024-06-26 09:42:33,98.8,-1.0,17.0,-0.058823529411764705,,
97,2024-06-26 09:57:38,97.8,-1.0,16.0,-0.0625,,
97,2024-06-26 09:58:47,97.8,-1.0,17.0,-0.058823529411764705,,
96,2024-06-26 10:11:06,96.8,-1.0,14.0,-0.07142857142857142,,
95,2024-06-26 10:33:38,95.8,-1.0,15.0,-0.06666666666666667,,
94,2024-06-26 10:41:38,94.8,-1.0,16.0,-0.0625,,
93,2024-06-26 10:54:01,93.8,-1.0,16.0,-0.0625,,
92,2024-06-26 10:58:56,92.8,-1.0,32.0,-0.03125,,
92,2024-06-26 10:59:29,92.6,-1.0,15.0,-0.06666666666666667,,
91,2024-06-26 11:04:10,91.8,-1.0,15.0,-0.06666666666666667,,
90,2024-06-26 11:08:35,90.8,-1.0,17.0,-0.058823529411764705,,
89,2024-06-26 11:23:57,89.8,-1.0,32.0,-0.03125,,
88,2024-06-26 11:30:51,88.8,-1.0,16.0,-0.0625,,
87,2024-06-26 11:34:25,87.8,-1.0,15.0,-0.06666666666666667,,
86,2024-06-26 11:37:10,86.8,-1.0,33.0,-0.030303030303030304,,
85,2024-06-26 11:39:55,85.8,-1.0,16.0,-0.0625,,
84,2024-06-26 11:41:51,84.8,-1.0,17.0,-0.058823529411764705,,
83,2024-06-26 11:47:37,83.8,-1.0,16.0,-0.0625,,
82,2024-06-26 11:49:32,82.8,-1.0,15.0,-0.06666666666666667,,
82,2024-06-26 11:50:06,82.6,-1.0,17.0,-0.058823529411764705,,
81,2024-06-26 11:54:12,81.8,-1.0,16.0,-0.0625,,
80,2024-06-26 11:56:25,80.8,-1.0,16.0,-0.0625,,
79,2024-06-26 11:59:42,79.8,-1.0,16.0,-0.0625,,
78,2024-06-26 12:01:06,78.8,-1.0,18.0,-0.05555555555555555,,
78,2024-06-26 12:01:39,78.6,-1.0,17.0,-0.058823529411764705,,
77,2024-06-26 12:05:12,77.8,-1.0,15.0,-0.06666666666666667,,
75,2024-06-26 12:12:23,76.6,-2.0,266.0,-0.007518796992481203,,
74,2024-06-26 12:13:45,74.8,-1.0,1.0,-1.0,,
73,2024-06-26 12:17:37,73.8,-1.0,50.0,-0.02,,
72,2024-06-26 12:20:05,72.8,-1.0,18.0,-0.05555555555555555,,
71,2024-06-26 12:23:23,71.8,-1.0,16.0,-0.0625,,
70,2024-06-26 12:25:35,70.8,-1.0,18.0,-0.05555555555555555,,
69,2024-06-26 12:28:35,69.8,-1.0,15.0,-0.06666666666666667,,
68,2024-06-26 12:31:38,68.8,-1.0,18.0,-0.05555555555555555,,
67,2024-06-26 12:34:23,67.8,-1.0,18.0,-0.05555555555555555,,
66,2024-06-26 12:37:57,66.8,-1.0,16.0,-0.0625,,
65,2024-06-26 12:41:48,65.8,-1.0,1.0,-1.0,,
64,2024-06-26 12:46:12,64.8,-1.0,15.0,-0.06666666666666667,,
63,2024-06-26 12:50:02,63.8,-1.0,17.0,-0.058823529411764705,,
62,2024-06-26 12:51:41,62.8,-1.0,14.0,-0.07142857142857142,,
61,2024-06-26 12:54:44,61.8,-1.0,17.0,-0.058823529411764705,,
61,2024-06-26 12:56:06,61.2,-1.0,18.0,-0.05555555555555555,,
60,2024-06-26 13:00:29,60.8,-1.0,14.0,-0.07142857142857142,,
59,2024-06-26 13:04:03,59.8,-1.0,16.0,-0.0625,,
58,2024-06-26 13:05:59,58.8,-1.0,15.0,-0.06666666666666667,,
58,2024-06-26 13:07:55,58.8,-1.0,16.0,-0.0625,,
57,2024-06-26 13:12:03,57.8,-1.0,16.0,-0.0625,,
56,2024-06-26 13:13:59,56.8,-1.0,17.0,-0.058823529411764705,,
55,2024-06-26 13:17:33,55.8,-1.0,16.0,-0.0625,,
54,2024-06-26 13:19:44,54.8,-1.0,15.0,-0.06666666666666667,,
53,2024-06-26 13:24:26,53.8,-1.0,16.0,-0.0625,,
52,2024-06-26 13:27:11,52.8,-1.0,18.0,-0.05555555555555555,,
51,2024-06-26 13:35:26,51.8,-1.0,17.0,-0.058823529411764705,,
50,2024-06-26 13:37:20,50.8,-1.0,16.0,-0.0625,,
49,2024-06-26 13:40:23,49.8,-1.0,2.0,-0.5,,
48,2024-06-26 13:42:50,48.8,-1.0,16.0,-0.0625,,
47,2024-06-26 13:46:26,47.8,-1.0,17.0,-0.058823529411764705,,
46,2024-06-26 13:48:20,46.8,-1.0,15.0,-0.06666666666666667,80.228,
45,2024-06-26 13:51:23,45.8,-1.0,2.0,-0.5,79.633,
44,2024-06-26 13:54:06,44.8,-1.0,16.0,-0.0625,79.082,
43,2024-06-26 13:57:26,43.8,-1.0,18.0,-0.05555555555555555,78.355,
42,2024-06-26 13:59:36,42.8,-1.0,14.0,-0.07142857142857142,77.962,
41,2024-06-26 14:04:35,41.8,-1.0,17.0,-0.058823529411764705,76.882,
89,2024-06-26 15:24:59,89.8,-1.0,16.0,-0.0625,76.467,
88,2024-06-26 15:29:57,89.2,-1.0,282.0,-0.0035460992907801418,76.448,
87,2024-06-26 15:30:29,88.2,-1.0,16.0,-0.0625,76.427,
86,2024-06-26 15:33:31,86.8,-1.0,17.0,-0.058823529411764705,76.294,
85,2024-06-26 15:37:03,85.8,-1.0,15.0,-0.06666666666666667,76.125,
84,2024-06-26 15:39:00,84.8,-1.0,16.0,-0.0625,76.02,
83,2024-06-26 15:44:30,83.8,-1.0,17.0,-0.058823529411764705,75.726,
82,2024-06-26 15:46:25,82.8,-1.0,16.0,-0.0625,75.613,
81,2024-06-26 15:50:16,81.8,-1.0,16.0,-0.0625,75.402,
80,2024-06-26 15:53:00,80.8,-1.0,16.0,-0.0625,75.225,
80,2024-06-26 15:54:05,80.4,-1.0,14.0,-0.07142857142857142,75.161,
79,2024-06-26 15:57:07,79.8,-1.0,15.0,-0.06666666666666667,74.968,
78,2024-06-26 15:59:21,78.8,-1.0,17.0,-0.058823529411764705,74.814,
77,2024-06-26 16:04:17,77.8,-1.0,165.0,-0.006060606060606061,74.687,
76,2024-06-26 16:05:38,76.8,-1.0,16.0,-0.0625,74.591,
75,2024-06-26 16:08:39,75.8,-1.0,16.0,-0.0625,74.47,
74,2024-06-26 16:10:37,74.8,-1.0,33.0,-0.030303030303030304,74.322,
73,2024-06-26 16:13:37,73.8,-1.0,15.0,-0.06666666666666667,74.057,
72,2024-06-26 16:17:44,72.8,-1.0,147.0,-0.006802721088435374,73.872,
71,2024-06-26 16:20:31,71.8,-1.0,18.0,-0.05555555555555555,73.631,
70,2024-06-26 16:22:43,70.8,-1.0,3.0,-0.3333333333333333,73.405,
69,2024-06-26 16:29:01,69.8,-1.0,132.0,-0.007575757575757576,73.154,
68,2024-06-26 16:30:39,68.8,-1.0,16.0,-0.0625,72.997,
67,2024-06-26 16:33:58,68.0,-1.0,181.0,-0.0055248618784530384,72.915,
66,2024-06-26 16:37:49,66.8,-1.0,16.0,-0.0625,72.497,
65,2024-06-26 16:43:36,65.8,-1.0,264.0,-0.003787878787878788,72.356,
64,2024-06-26 16:44:08,65.2,-1.0,16.0,-0.0625,72.297,
63,2024-06-26 16:49:06,63.8,-1.0,17.0,-0.058823529411764705,71.756,
62,2024-06-26 16:51:50,62.8,-1.0,16.0,-0.0625,71.445,
61,2024-06-26 16:56:15,61.8,-1.0,17.0,-0.058823529411764705,70.936,
60,2024-06-26 16:59:32,60.8,-1.0,67.0,-0.014925373134328358,70.647,
59,2024-06-26 17:03:08,59.8,-1.0,17.0,-0.058823529411764705,70.481,
57,2024-06-26 17:09:25,57.8,-1.0,15.0,-0.06666666666666667,69.9,
56,2024-06-26 17:12:43,56.8,-1.0,16.0,-0.0625,69.589,
55,2024-06-26 17:17:57,55.8,-1.0,17.0,-0.058823529411764705,68.861,
53,2024-06-26 17:23:27,53.8,-1.0,15.0,-0.06666666666666667,68.572,
52,2024-06-26 17:26:12,52.8,-1.0,48.0,-0.020833333333333332,68.238,
51,2024-06-26 17:32:16,51.8,-1.0,34.0,-0.029411764705882353,67.401,
50,2024-06-26 17:33:22,51.2,-1.0,16.0,-0.0625,67.322,
49,2024-06-26 17:37:30,49.8,-1.0,2.0,-0.5,66.648,
48,2024-06-26 17:39:57,48.8,-1.0,15.0,-0.06666666666666667,66.287,
47,2024-06-26 17:43:34,47.8,-1.0,18.0,-0.05555555555555555,65.675,
46,2024-06-26 17:49:03,46.8,-1.0,2.0,-0.5,64.904,
45,2024-06-26 17:56:44,45.8,-1.0,16.0,-0.0625,63.771,
44,2024-06-26 18:00:52,44.8,-1.0,16.0,-0.0625,63.113,
43,2024-06-26 18:08:01,43.8,-1.0,16.0,-0.0625,62.501,
42,2024-06-26 18:14:03,42.8,-1.0,17.0,-0.058823529411764705,61.595,
42,2024-06-26 18:15:10,42.8,-1.0,16.0,-0.0625,61.412,
41,2024-06-26 18:25:03,41.8,-1.0,33.0,-0.030303030303030304,60.14,
40,2024-06-26 18:31:24,40.8,-1.0,18.0,-0.05555555555555555,59.299,
39,2024-06-26 18:48:27,39.8,-1.0,33.0,-0.030303030303030304,57.394,
38,2024-06-26 19:02:45,38.8,-1.0,18.0,-0.05555555555555555,56.044,
37,2024-06-26 19:24:28,37.8,-1.0,17.0,-0.058823529411764705,54.307,
36,2024-06-26 19:34:55,36.8,-1.0,17.0,-0.058823529411764705,53.558,
35,2024-06-26 20:05:45,35.8,-1.0,18.0,-0.05555555555555555,52.266,
34,2024-06-26 20:12:36,34.8,-1.0,16.0,-0.0625,51.913,
33,2024-06-26 20:34:03,33.8,-1.0,16.0,-0.0625,50.815,
32,2024-06-26 20:49:11,32.8,-1.0,18.0,-0.05555555555555555,47.614,
99,2024-06-26 22:39:47,99.8,-1.0,2.0,-0.5,47.993,
98,2024-06-26 22:42:15,98.8,-1.0,17.0,-0.058823529411764705,48.204,
97,2024-06-26 22:45:32,97.8,-1.0,17.0,-0.058823529411764705,48.889,
96,2024-06-26 22:53:32,96.8,-1.0,2.0,-0.5,50.532,
95,2024-06-26 23:00:08,95.8,-1.0,17.0,-0.058823529411764705,51.915,
94,2024-06-26 23:07:00,94.8,-1.0,117.0,-0.008547008547008548,52.974,
93,2024-06-26 23:16:21,93.8,-1.0,18.0,-0.05555555555555555,54.658,
92,2024-06-26 23:27:19,92.8,-1.0,16.0,-0.0625,56.136,
91,2024-06-26 23:35:18,91.8,-1.0,15.0,-0.06666666666666667,57.695,
90,2024-06-26 23:44:09,90.8,-1.0,134.0,-0.007462686567164179,58.306,
89,2024-06-26 23:54:18,89.8,-1.0,348.0,-0.0028735632183908046,59.223,
88,2024-06-27 00:00:52,88.8,-1.0,16.0,-0.0625,60.522,
87,2024-06-27 00:11:52,87.8,-1.0,16.0,-0.0625,61.663,
86,2024-06-27 00:16:50,86.8,-1.0,181.0,-0.0055248618784530384,62.054,
85,2024-06-27 00:30:02,85.8,-1.0,16.0,-0.0625,64.597,
84,2024-06-27 00:33:20,84.8,-1.0,16.0,-0.0625,65.218,
84,2024-06-27 00:34:11,84.6,-1.0,34.0,-0.029411764705882353,65.313,
83,2024-06-27 00:37:10,83.8,-1.0,15.0,-0.06666666666666667,65.876,
82,2024-06-27 00:39:55,82.8,-1.0,15.0,-0.06666666666666667,66.381,
81,2024-06-27 00:44:37,82.2,-1.0,266.0,-0.0037593984962406013,66.47,
80,2024-06-27 00:47:05,80.8,-1.0,16.0,-0.0625,66.918,
79,2024-06-27 00:52:04,79.8,-1.0,200.0,-0.005,67.269,
78,2024-06-27 00:56:26,78.8,-1.0,150.0,-0.006666666666666667,67.612,
77,2024-06-27 00:59:43,77.8,-1.0,15.0,-0.06666666666666667,68.157,
76,2024-06-27 01:07:28,76.8,-1.0,20.0,-0.05,69.427,
75,2024-06-27 01:13:28,75.8,-1.0,213.0,-0.004694835680751174,69.866,
74,2024-06-27 01:16:29,74.8,-1.0,131.0,-0.007633587786259542,70.065,
73,2024-06-27 01:20:05,73.8,-1.0,17.0,-0.058823529411764705,70.649,
72,2024-06-27 01:22:33,72.8,-1.0,14.0,-0.07142857142857142,71.031,
71,2024-06-27 01:27:47,71.8,-1.0,17.0,-0.058823529411764705,71.79,
68,2024-06-27 01:39:37,70.4,-3.0,580.0,-0.005172413793103448,71.972,
66,2024-06-27 01:44:15,67.6,-2.0,229.0,-0.008733624454148471,72.106,
65,2024-06-27 01:52:47,65.8,-1.0,376.0,-0.0026595744680851063,72.425,
64,2024-06-27 01:55:01,64.8,-1.0,15.0,-0.06666666666666667,72.672,
63,2024-06-27 02:00:30,63.8,-1.0,16.0,-0.0625,73.211,
62,2024-06-27 02:02:59,62.8,-1.0,17.0,-0.058823529411764705,73.326,
61,2024-06-27 02:06:49,61.8,-1.0,182.0,-0.005494505494505495,73.437,
59,2024-06-27 02:17:49,59.8,-1.0,362.0,-0.0027624309392265192,73.571,
58,2024-06-27 02:18:56,58.8,-1.0,17.0,-0.058823529411764705,73.7,
57,2024-06-27 02:22:16,57.8,-1.0,19.0,-0.05263157894736842,73.799,
56,2024-06-27 02:24:59,56.8,-1.0,17.0,-0.058823529411764705,74.062,
84,2024-06-27 03:18:23,84.8,-1.0,17.0,-0.058823529411764705,75.054,
83,2024-06-27 03:25:16,83.8,-1.0,165.0,-0.006060606060606061,75.924,
80,2024-06-27 03:35:09,80.8,-1.0,16.0,-0.0625,76.364,
79,2024-06-27 03:41:45,79.8,-1.0,17.0,-0.058823529411764705,76.987,
78,2024-06-27 03:48:04,78.8,-1.0,82.0,-0.012195121951219513,77.691,
77,2024-06-27 03:51:39,77.8,-1.0,2.0,-0.5,78.288,
76,2024-06-27 03:54:23,76.8,-1.0,82.0,-0.012195121951219513,78.557,
76,2024-06-27 03:54:56,76.6,-1.0,16.0,-0.0625,78.646,
74,2024-06-27 04:09:31,75.6,-2.0,809.0,-0.002472187886279357,78.864,
73,2024-06-27 04:10:52,73.8,-1.0,15.0,-0.06666666666666667,79.072,
72,2024-06-27 04:16:38,72.8,-1.0,16.0,-0.0625,79.93,
71,2024-06-27 04:20:47,71.8,-1.0,15.0,-0.06666666666666667,80.431,
70,2024-06-27 04:24:22,70.8,-1.0,17.0,-0.058823529411764705,80.802,
70,2024-06-27 04:25:28,70.6,-1.0,16.0,-0.0625,80.922,
69,2024-06-27 04:30:23,69.8,-1.0,16.0,-0.0625,81.274,
68,2024-06-27 04:33:10,68.8,-1.0,2.0,-0.5,81.404,
67,2024-06-27 04:38:06,67.8,-1.0,16.0,-0.0625,81.592,
66,2024-06-27 04:41:25,66.8,-1.0,17.0,-0.058823529411764705,81.695,
65,2024-06-27 04:45:30,65.8,-1.0,16.0,-0.0625,81.749,
64,2024-06-27 04:49:24,64.8,-1.0,18.0,-0.05555555555555555,81.725,
63,2024-06-27 04:55:10,63.8,-1.0,16.0,-0.0625,81.57,
62,2024-06-27 04:57:55,62.8,-1.0,17.0,-0.058823529411764705,81.437,
61,2024-06-27 05:04:30,61.8,-1.0,16.0,-0.0625,80.991,
61,2024-06-27 05:05:02,61.6,-1.0,17.0,-0.058823529411764705,80.954,
60,2024-06-27 05:07:31,60.8,-1.0,17.0,-0.058823529411764705,80.781,
59,2024-06-27 05:11:40,59.8,-1.0,16.0,-0.0625,80.418,
59,2024-06-27 05:12:46,59.6,-1.0,16.0,-0.0625,80.313,
58,2024-06-27 05:15:30,58.8,-1.0,16.0,-0.0625,79.98,
57,2024-06-27 05:19:54,57.8,-1.0,33.0,-0.030303030303030304,79.365,
56,2024-06-27 05:22:56,56.8,-1.0,16.0,-0.0625,78.848,
55,2024-06-27 05:27:54,55.8,-1.0,17.0,-0.058823529411764705,78.055,
54,2024-06-27 05:31:11,54.8,-1.0,16.0,-0.0625,77.469,
53,2024-06-27 05:35:18,53.8,-1.0,18.0,-0.05555555555555555,77.284,
52,2024-06-27 05:40:16,52.8,-1.0,247.0,-0.004048582995951417,77.095,
51,2024-06-27 05:43:15,51.8,-1.0,15.0,-0.06666666666666667,76.572,
50,2024-06-27 05:49:03,50.8,-1.0,1.0,-1.0,75.455,
49,2024-06-27 05:55:05,49.8,-1.0,14.0,-0.07142857142857142,74.423,
48,2024-06-27 05:58:08,48.8,-1.0,16.0,-0.0625,73.858,
47,2024-06-27 06:03:38,47.8,-1.0,18.0,-0.05555555555555555,72.859,
46,2024-06-27 06:06:24,46.8,-1.0,18.0,-0.05555555555555555,72.378,
45,2024-06-27 06:10:15,45.8,-1.0,18.0,-0.05555555555555555,71.657,
44,2024-06-27 06:12:59,44.8,-1.0,16.0,-0.0625,71.117,
43,2024-06-27 06:18:30,43.8,-1.0,18.0,-0.05555555555555555,70.032,
42,2024-06-27 06:20:42,42.8,-1.0,17.0,-0.058823529411764705,69.681,
42,2024-06-27 06:21:14,42.6,-1.0,17.0,-0.058823529411764705,69.58,
41,2024-06-27 06:28:23,41.8,-1.0,17.0,-0.058823529411764705,68.176,
40,2024-06-27 06:33:35,40.8,-1.0,17.0,-0.058823529411764705,67.173,
40,2024-06-27 06:34:26,40.4,-1.0,16.0,-0.0625,66.975,
39,2024-06-27 06:48:11,39.8,-1.0,17.0,-0.058823529411764705,64.334,
38,2024-06-27 06:54:47,38.8,-1.0,17.0,-0.058823529411764705,63.091,
38,2024-06-27 06:55:19,38.6,-1.0,16.0,-0.0625,62.996,
99,2024-06-27 14:12:31,99.8,-1.0,2.0,-0.5,61.753,
98,2024-06-27 14:17:28,98.8,-1.0,17.0,-0.058823529411764705,62.014,
97,2024-06-27 14:23:45,97.8,-1.0,16.0,-0.0625,62.401,
96,2024-06-27 14:35:03,96.8,-1.0,2.0,-0.5,63.288,
95,2024-06-27 14:55:56,95.8,-1.0,18.0,-0.05555555555555555,65.052,
94,2024-06-27 15:08:33,94.8,-1.0,16.0,-0.0625,66.58,
93,2024-06-27 15:19:17,93.8,-1.0,16.0,-0.0625,67.719,
92,2024-06-27 15:25:52,92.8,-1.0,15.0,-0.06666666666666667,67.994,
92,2024-06-27 15:26:43,92.4,-1.0,17.0,-0.058823529411764705,68.031,
91,2024-06-27 15:33:02,91.8,-1.0,16.0,-0.0625,68.321,
90,2024-06-27 15:37:43,90.8,-1.0,17.0,-0.058823529411764705,68.573,
89,2024-06-27 15:43:13,89.8,-1.0,17.0,-0.058823529411764705,68.919,
88,2024-06-27 15:45:57,88.8,-1.0,16.0,-0.0625,69.094,
87,2024-06-27 15:49:49,87.8,-1.0,17.0,-0.058823529411764705,69.331,
86,2024-06-27 15:52:33,86.8,-1.0,16.0,-0.0625,69.503,
86,2024-06-27 15:53:05,86.6,-1.0,15.0,-0.06666666666666667,69.534,
85,2024-06-27 16:07:07,85.8,-1.0,280.0,-0.0035714285714285713,69.766,
84,2024-06-27 16:10:08,84.8,-1.0,15.0,-0.06666666666666667,69.946,
83,2024-06-27 16:16:45,83.8,-1.0,17.0,-0.058823529411764705,70.341,
68,2024-06-27 17:15:03,80.0,-15.0,3384.0,-0.004432624113475178,70.454,
67,2024-06-27 17:17:13,67.8,-1.0,16.0,-0.0625,70.467,
66,2024-06-27 17:20:33,66.8,-1.0,18.0,-0.05555555555555555,70.484,
65,2024-06-27 17:24:24,65.8,-1.0,17.0,-0.058823529411764705,70.501,
64,2024-06-27 17:27:42,64.8,-1.0,18.0,-0.05555555555555555,70.513,
63,2024-06-27 17:31:15,63.8,-1.0,17.0,-0.058823529411764705,70.52,
62,2024-06-27 17:33:43,62.8,-1.0,16.0,-0.0625,70.526,
61,2024-06-27 17:37:52,61.8,-1.0,16.0,-0.0625,70.525,
60,2024-06-27 17:40:38,60.8,-1.0,18.0,-0.05555555555555555,70.521,
59,2024-06-27 17:44:12,59.8,-1.0,18.0,-0.05555555555555555,70.518,
58,2024-06-27 17:46:07,58.8,-1.0,16.0,-0.0625,70.51,
57,2024-06-27 17:49:25,57.8,-1.0,17.0,-0.058823529411764705,70.498,
56,2024-06-27 17:52:10,56.8,-1.0,16.0,-0.0625,70.486,
55,2024-06-27 17:56:01,55.8,-1.0,16.0,-0.0625,70.466,
54,2024-06-27 18:02:53,54.8,-1.0,15.0,-0.06666666666666667,70.445,
53,2024-06-27 18:06:29,53.8,-1.0,17.0,-0.058823529411764705,70.446,
52,2024-06-27 18:08:24,52.8,-1.0,33.0,-0.030303030303030304,70.45,
51,2024-06-27 18:11:42,51.8,-1.0,17.0,-0.058823529411764705,70.457,
50,2024-06-27 18:13:37,50.8,-1.0,33.0,-0.030303030303030304,70.456,
49,2024-06-27 18:16:55,49.8,-1.0,16.0,-0.0625,70.45,
48,2024-06-27 18:18:51,48.8,-1.0,17.0,-0.058823529411764705,70.437,
47,2024-06-27 18:23:15,47.8,-1.0,16.0,-0.0625,70.41,
46,2024-06-27 18:26:48,46.8,-1.0,165.0,-0.006060606060606061,70.397,
45,2024-06-27 18:29:17,45.8,-1.0,16.0,-0.0625,70.365,
44,2024-06-27 18:32:53,44.8,-1.0,17.0,-0.058823529411764705,70.319,
88,2024-06-27 19:45:35,88.8,-1.0,17.0,-0.058823529411764705,70.884,
87,2024-06-27 19:49:43,87.8,-1.0,198.0,-0.005050505050505051,71.049,
86,2024-06-27 19:51:05,86.8,-1.0,17.0,-0.058823529411764705,71.294,
85,2024-06-27 19:55:29,85.8,-1.0,17.0,-0.058823529411764705,71.86,
84,2024-06-27 19:57:40,84.8,-1.0,16.0,-0.0625,72.183,
83,2024-06-27 20:05:55,83.8,-1.0,16.0,-0.0625,73.482,
82,2024-06-27 20:08:57,82.8,-1.0,17.0,-0.058823529411764705,73.973,
81,2024-06-27 20:12:46,81.8,-1.0,17.0,-0.058823529411764705,74.576,
80,2024-06-27 20:15:31,80.8,-1.0,16.0,-0.0625,75.015,
79,2024-06-27 20:20:12,79.8,-1.0,16.0,-0.0625,75.767,
78,2024-06-27 20:22:57,78.8,-1.0,17.0,-0.058823529411764705,76.195,
76,2024-06-27 20:32:51,77.6,-2.0,478.0,-0.0041841004184100415,76.535,
75,2024-06-27 20:33:24,76.6,-1.0,17.0,-0.058823529411764705,76.606,
74,2024-06-27 20:35:18,74.8,-1.0,16.0,-0.0625,76.85,
73,2024-06-27 20:38:38,73.8,-1.0,17.0,-0.058823529411764705,77.325,
73,2024-06-27 20:39:11,73.6,-1.0,17.0,-0.058823529411764705,77.393,
72,2024-06-27 20:40:50,72.8,-1.0,3.0,-0.3333333333333333,77.63,
70,2024-06-27 20:47:24,72.0,-2.0,378.0,-0.005291005291005291,77.694,
69,2024-06-27 20:51:47,69.8,-1.0,17.0,-0.058823529411764705,77.972,
68,2024-06-27 20:54:50,68.8,-1.0,16.0,-0.0625,78.366,
67,2024-06-27 20:59:47,67.8,-1.0,231.0,-0.004329004329004329,78.515,
66,2024-06-27 21:05:33,67.2,-1.0,330.0,-0.0030303030303030303,78.572,
65,2024-06-27 21:09:25,65.8,-1.0,148.0,-0.006756756756756757,78.767,
64,2024-06-27 21:11:21,64.8,-1.0,2.0,-0.5,78.982,
63,2024-06-27 21:16:50,63.8,-1.0,1.0,-1.0,78.685,
62,2024-06-27 21:20:08,62.8,-1.0,16.0,-0.0625,78.208,
61,2024-06-27 21:24:48,61.8,-1.0,16.0,-0.0625,77.583,
60,2024-06-27 21:27:51,60.8,-1.0,2.0,-0.5,77.101,
59,2024-06-27 21:31:58,59.8,-1.0,17.0,-0.058823529411764705,76.503,
58,2024-06-27 21:36:22,59.2,-1.0,247.0,-0.004048582995951417,76.426,
57,2024-06-27 21:37:28,57.8,-1.0,16.0,-0.0625,76.269,
56,2024-06-27 21:38:51,56.8,-1.0,2.0,-0.5,76.028,
55,2024-06-27 21:42:25,55.8,-1.0,16.0,-0.0625,75.453,
54,2024-06-27 21:47:04,54.8,-1.0,163.0,-0.006134969325153374,75.074,
53,2024-06-27 21:47:21,54.4,-1.0,17.0,-0.058823529411764705,75.031,
52,2024-06-27 21:49:49,52.8,-1.0,31.0,-0.03225806451612903,74.686,
51,2024-06-27 21:52:52,51.8,-1.0,18.0,-0.05555555555555555,74.157,
50,2024-06-27 21:55:22,50.8,-1.0,3.0,-0.3333333333333333,73.706,
49,2024-06-27 22:01:06,49.8,-1.0,197.0,-0.005076142131979695,73.245,
48,2024-06-27 22:01:07,49.4,-1.0,1.0,-1.0,73.197,
47,2024-06-27 22:05:14,47.8,-1.0,16.0,-0.0625,72.428,67.9746
46,2024-06-27 22:06:37,46.8,-1.0,1.0,-1.0,72.182,67.9214
45,2024-06-27 22:11:01,45.8,-1.0,16.0,-0.0625,71.382,67.7484
44,2024-06-27 22:16:48,44.8,-1.0,17.0,-0.058823529411764705,70.231,67.4992
43,2024-06-27 22:25:35,43.8,-1.0,16.0,-0.0625,68.455,67.1202
42,2024-06-27 22:27:31,42.8,-1.0,49.0,-0.02040816326530612,68.199,67.065
41,2024-06-27 22:32:45,41.8,-1.0,17.0,-0.058823529411764705,67.158,66.8408
40,2024-06-27 22:36:36,40.8,-1.0,18.0,-0.05555555555555555,66.421,66.6822
39,2024-06-27 22:43:11,39.8,-1.0,15.0,-0.06666666666666667,64.994,66.3742
38,2024-06-27 22:48:24,38.8,-1.0,17.0,-0.058823529411764705,63.933,66.1426
37,2024-06-27 22:59:08,37.8,-1.0,17.0,-0.058823529411764705,61.679,65.6436
36,2024-06-27 23:03:49,36.8,-1.0,34.0,-0.029411764705882353,60.802,65.4428
36,2024-06-27 23:04:54,36.6,-1.0,16.0,-0.0625,60.597,65.3954
35,2024-06-27 23:16:11,35.8,-1.0,1.0,-1.0,58.783,64.9664
34,2024-06-27 23:25:32,34.8,-1.0,16.0,-0.0625,57.015,64.5384
33,2024-06-27 23:31:19,33.8,-1.0,17.0,-0.058823529411764705,56.183,64.2622
32,2024-06-27 23:36:48,32.8,-1.0,16.0,-0.0625,55.75,64.1048
31,2024-06-27 23:45:37,31.8,-1.0,16.0,-0.0625,54.734,63.73
30,2024-06-27 23:56:03,30.8,-1.0,16.0,-0.0625,53.494,63.2538
29,2024-06-28 00:20:32,29.8,-1.0,16.0,-0.0625,51.195,62.2482
28,2024-06-28 01:05:19,28.8,-1.0,16.0,-0.0625,44.96,60.5024
99,2024-06-28 07:01:49,99.8,-1.0,15.0,-0.06666666666666667,45.43,60.7202
98,2024-06-28 07:50:48,98.8,-1.0,16.0,-0.0625,47.216,61.2588
97,2024-06-28 09:04:49,97.8,-1.0,149.0,-0.006711409395973154,48.193,61.4998
