Voltage,Timestamp,Moving Average,Voltage Change,Time Difference,Rate of Change,MA_1000,MA_5000
49,2024-07-01 15:25:49,49.6,-1.0,17.0,-0.058823529411764705,80.583,71.7592
47,2024-07-01 15:32:08,48.6,-2.0,280.0,-0.007142857142857143,80.331,71.7738
46,2024-07-01 15:36:15,46.8,-1.0,16.0,-0.0625,79.498,71.8152
87,2024-07-01 16:49:55,71.4,-2.0,280.0,-0.007142857142857143,79.307,71.8556
86,2024-07-01 16:51:16,86.8,-1.0,15.0,-0.06666666666666667,79.246,71.9094
85,2024-07-01 16:55:23,85.8,-1.0,16.0,-0.0625,79.044,72.0792
84,2024-07-01 16:59:47,84.8,-1.0,114.0,-0.008771929824561403,78.9,72.1956
83,2024-07-01 17:05:02,83.8,-1.0,18.0,-0.05555555555555555,78.619,72.4034
82,2024-07-01 17:07:27,82.8,-1.0,15.0,-0.06666666666666667,78.498,72.4576
81,2024-07-01 17:10:47,81.8,-1.0,16.0,-0.0625,78.273,72.499
80,2024-07-01 17:13:15,80.8,-1.0,2.0,-0.5,78.112,72.5238
79,2024-07-01 17:17:22,79.8,-1.0,16.0,-0.0625,77.856,72.5534
78,2024-07-01 17:19:51,78.8,-1.0,17.0,-0.058823529411764705,77.681,72.568
77,2024-07-01 17:25:37,77.8,-1.0,215.0,-0.004651162790697674,77.554,72.5756
76,2024-07-01 17:27:15,76.8,-1.0,16.0,-0.0625,77.439,72.5798
75,2024-07-01 17:30:01,75.8,-1.0,18.0,-0.05555555555555555,77.218,72.5834
74,2024-07-01 17:32:13,75.0,-1.0,17.0,-0.058823529411764705,77.154,72.5832
73,2024-07-01 17:35:47,73.8,-1.0,18.0,-0.05555555555555555,76.845,72.5772
72,2024-07-01 17:37:10,72.8,-1.0,16.0,-0.0625,76.752,72.5738
71,2024-07-01 17:40:59,71.8,-1.0,130.0,-0.007692307692307693,76.559,72.5642
69,2024-07-01 17:48:42,70.6,-2.0,361.0,-0.00554016620498615,76.357,72.5348
68,2024-07-01 17:53:24,68.8,-1.0,166.0,-0.006024096385542169,76.14,72.485
67,2024-07-01 17:56:24,67.8,-1.0,16.0,-0.0625,75.831,72.4144
66,2024-07-01 18:01:06,66.8,-1.0,166.0,-0.006024096385542169,75.572,72.3548
65,2024-07-01 18:03:15,65.8,-1.0,15.0,-0.06666666666666667,75.339,72.3002
64,2024-07-01 18:07:25,64.8,-1.0,16.0,-0.0625,74.858,72.1906
63,2024-07-01 18:12:55,63.8,-1.0,17.0,-0.058823529411764705,74.175,72.0374
62,2024-07-01 18:16:45,62.8,-1.0,17.0,-0.058823529411764705,73.886,71.9742
61,2024-07-01 18:21:43,61.8,-1.0,16.0,-0.0625,73.302,71.8456
60,2024-07-01 18:23:38,60.8,-1.0,17.0,-0.058823529411764705,73.037,71.7878
59,2024-07-01 18:25:50,60.2,-1.0,116.0,-0.008620689655172414,72.968,71.7728
58,2024-07-01 18:28:52,58.8,-1.0,17.0,-0.058823529411764705,72.547,71.683
57,2024-07-01 18:37:23,57.8,-1.0,34.0,-0.029411764705882353,71.775,71.5156
56,2024-07-01 18:39:51,56.8,-1.0,16.0,-0.0625,71.423,71.4386
54,2024-07-01 18:45:21,56.0,-2.0,313.0,-0.006389776357827476,71.349,71.4226
53,2024-07-01 18:49:12,53.8,-1.0,16.0,-0.0625,70.781,71.2994
52,2024-07-01 18:52:13,52.8,-1.0,16.0,-0.0625,70.324,71.1998
52,2024-07-01 18:53:53,52.6,-1.0,17.0,-0.058823529411764705,70.055,71.1416
51,2024-07-01 18:57:11,51.8,-1.0,83.0,-0.012048192771084338,69.826,71.091
50,2024-07-01 18:59:07,51.2,-1.0,17.0,-0.058823529411764705,69.747,71.0736
49,2024-07-01 19:03:45,49.8,-1.0,14.0,-0.07142857142857142,69.026,70.9162
48,2024-07-01 19:06:46,48.8,-1.0,15.0,-0.06666666666666667,68.538,70.8104
47,2024-07-01 19:12:51,47.8,-1.0,16.0,-0.0625,67.529,70.5874
46,2024-07-01 19:18:03,46.8,-1.0,15.0,-0.06666666666666667,66.772,70.4162
45,2024-07-01 19:27:59,45.8,-1.0,17.0,-0.058823529411764705,65.189,70.0578
44,2024-07-01 19:32:07,44.8,-1.0,200.0,-0.005,65.03,70.0216
43,2024-07-01 19:37:36,43.8,-1.0,1.0,-1.0,64.154,69.8212
43,2024-07-01 19:38:59,43.4,-1.0,17.0,-0.058823529411764705,63.956,69.7756
42,2024-07-01 19:42:17,42.8,-1.0,16.0,-0.0625,63.447,69.6568
41,2024-07-01 19:50:32,41.8,-1.0,17.0,-0.058823529411764705,62.166,69.353
40,2024-07-01 19:53:16,40.8,-1.0,15.0,-0.06666666666666667,61.784,69.2606
39,2024-07-01 20:09:13,39.8,-1.0,33.0,-0.030303030303030304,59.527,68.6936
38,2024-07-01 20:18:02,38.8,-1.0,17.0,-0.058823529411764705,58.354,68.3738
37,2024-07-01 20:41:24,37.8,-1.0,17.0,-0.058823529411764705,56.011,67.7
36,2024-07-01 20:49:37,36.8,-1.0,14.0,-0.07142857142857142,55.187,67.4454
35,2024-07-01 21:00:22,35.8,-1.0,16.0,-0.0625,54.14,67.1108
34,2024-07-01 21:06:08,34.8,-1.0,116.0,-0.008620689655172414,53.781,66.9946
34,2024-07-01 21:07:47,34.4,-1.0,15.0,-0.06666666666666667,53.615,66.9404
33,2024-07-01 21:27:52,33.8,-1.0,17.0,-0.058823529411764705,51.828,66.3694
33,2024-07-01 21:29:30,33.8,-1.0,1.0,-1.0,51.687,66.3228
32,2024-07-01 21:39:08,32.8,-1.0,17.0,-0.058823529411764705,51.0,66.076
99,2024-07-01 23:16:39,99.8,-1.0,15.0,-0.06666666666666667,46.985,65.7336
98,2024-07-01 23:30:24,98.8,-1.0,117.0,-0.008547008547008548,48.179,66.1866
97,2024-07-01 23:32:52,97.8,-1.0,16.0,-0.0625,48.46,66.2848
96,2024-07-01 23:35:20,96.8,-1.0,16.0,-0.0625,48.747,66.384
95,2024-07-01 23:39:26,95.8,-1.0,16.0,-0.0625,49.211,66.5444
94,2024-07-01 23:42:30,94.8,-1.0,17.0,-0.058823529411764705,49.596,66.6666
94,2024-07-01 23:44:40,94.8,-1.0,16.0,-0.0625,49.836,66.6736
93,2024-07-01 23:50:11,93.8,-1.0,115.0,-0.008695652173913044,50.315,66.693
92,2024-07-01 23:54:01,92.8,-1.0,15.0,-0.06666666666666667,50.791,66.715
91,2024-07-02 00:07:46,91.8,-1.0,16.0,-0.0625,52.488,66.8062
90,2024-07-02 00:10:14,90.8,-1.0,17.0,-0.058823529411764705,52.752,66.8222
89,2024-07-02 00:18:47,89.8,-1.0,33.0,-0.030303030303030304,53.548,66.8714
89,2024-07-02 00:19:20,89.6,-1.0,16.0,-0.0625,53.619,66.8764
88,2024-07-02 00:25:55,88.8,-1.0,133.0,-0.007518796992481203,54.269,66.9274
87,2024-07-02 00:31:42,87.8,-1.0,18.0,-0.05555555555555555,55.122,67.0036
86,2024-07-02 00:36:56,86.8,-1.0,17.0,-0.058823529411764705,55.801,67.0728
85,2024-07-02 00:41:18,85.8,-1.0,15.0,-0.06666666666666667,56.332,67.1276
84,2024-07-02 00:45:10,84.8,-1.0,33.0,-0.030303030303030304,56.815,67.1802
83,2024-07-02 00:50:57,83.8,-1.0,101.0,-0.009900990099009901,57.406,67.2466
82,2024-07-02 00:53:10,82.8,-1.0,19.0,-0.05263157894736842,57.738,67.2842
80,2024-07-02 01:00:34,81.6,-2.0,230.0,-0.008695652173913044,57.952,67.3078
79,2024-07-02 01:05:16,79.8,-1.0,18.0,-0.05555555555555555,58.563,67.3758
78,2024-07-02 01:08:48,79.2,-1.0,182.0,-0.005494505494505495,58.628,67.3832
77,2024-07-02 01:13:31,77.8,-1.0,18.0,-0.05555555555555555,59.123,67.4384
76,2024-07-02 01:15:42,76.8,-1.0,17.0,-0.058823529411764705,59.419,67.4716
75,2024-07-02 01:22:01,75.8,-1.0,16.0,-0.0625,59.904,67.5286
74,2024-07-02 01:25:52,74.8,-1.0,1.0,-1.0,60.223,67.5672
73,2024-07-02 01:32:28,73.8,-1.0,131.0,-0.007633587786259542,60.798,67.639
72,2024-07-02 01:34:39,72.8,-1.0,16.0,-0.0625,61.076,67.676
70,2024-07-02 01:44:17,71.8,-2.0,543.0,-0.003683241252302026,61.164,67.6882
69,2024-07-02 01:47:52,69.8,-1.0,99.0,-0.010101010101010102,61.334,67.7116
68,2024-07-02 01:49:15,68.8,-1.0,17.0,-0.058823529411764705,61.501,67.7344
67,2024-07-02 02:00:15,67.8,-1.0,397.0,-0.0025188916876574307,61.947,67.7984
66,2024-07-02 02:02:10,66.8,-1.0,33.0,-0.030303030303030304,62.108,67.8234
65,2024-07-02 02:07:55,65.8,-1.0,15.0,-0.06666666666666667,62.705,67.9208
64,2024-07-02 02:11:30,64.8,-1.0,16.0,-0.0625,62.804,67.938
63,2024-07-02 02:16:43,63.8,-1.0,147.0,-0.006802721088435374,63.091,67.9884
62,2024-07-02 02:18:07,62.8,-1.0,17.0,-0.058823529411764705,63.232,68.0134
61,2024-07-02 02:25:16,61.8,-1.0,2.0,-0.5,63.507,68.0622
61,2024-07-02 02:26:05,61.6,-1.0,16.0,-0.0625,63.552,68.0704
60,2024-07-02 02:28:35,60.8,-1.0,18.0,-0.05555555555555555,63.771,68.1102
59,2024-07-02 02:32:09,59.8,-1.0,17.0,-0.058823529411764705,64.049,68.1602
58,2024-07-02 02:51:55,58.8,-1.0,1106.0,-0.0009041591320072332,64.174,68.1828
81,2024-07-02 03:44:20,81.8,-1.0,17.0,-0.058823529411764705,65.329,68.415
77,2024-07-02 03:59:59,77.8,-1.0,32.0,-0.03125,65.768,68.5072
76,2024-07-02 04:06:50,76.8,-1.0,16.0,-0.0625,66.833,68.7344
75,2024-07-02 04:09:19,75.8,-1.0,16.0,-0.0625,67.183,68.8098
75,2024-07-02 04:09:53,75.4,-1.0,16.0,-0.0625,67.298,68.835
74,2024-07-02 04:12:55,74.8,-1.0,17.0,-0.058823529411764705,67.72,68.927
73,2024-07-02 04:18:41,73.8,-1.0,82.0,-0.012195121951219513,68.023,68.9924
72,2024-07-02 04:19:47,72.8,-1.0,16.0,-0.0625,68.17,69.0242
71,2024-07-02 04:31:19,71.8,-1.0,15.0,-0.06666666666666667,68.349,69.0638
70,2024-07-02 04:36:50,70.8,-1.0,17.0,-0.058823529411764705,69.084,69.2274
69,2024-07-02 04:40:40,69.8,-1.0,66.0,-0.015151515151515152,69.503,69.3208
68,2024-07-02 04:44:15,68.8,-1.0,17.0,-0.058823529411764705,69.988,69.427
67,2024-07-02 04:48:37,67.8,-1.0,16.0,-0.0625,70.293,69.4936
66,2024-07-02 04:51:22,66.8,-1.0,16.0,-0.0625,70.655,69.5748
65,2024-07-02 04:58:15,65.8,-1.0,15.0,-0.06666666666666667,71.39,69.7402
64,2024-07-02 05:01:51,64.8,-1.0,17.0,-0.058823529411764705,71.823,69.84
63,2024-07-02 05:05:24,63.8,-1.0,17.0,-0.058823529411764705,72.212,69.9308
63,2024-07-02 05:05:58,63.4,-1.0,16.0,-0.0625,72.3,69.9514
62,2024-07-02 05:09:49,62.8,-1.0,16.0,-0.0625,72.712,70.0464
61,2024-07-02 05:16:07,61.8,-1.0,14.0,-0.07142857142857142,73.436,70.2142
60,2024-07-02 05:20:49,60.8,-1.0,16.0,-0.0625,73.951,70.3328
59,2024-07-02 05:27:26,59.8,-1.0,2.0,-0.5,74.672,70.5104
58,2024-07-02 05:30:27,58.8,-1.0,16.0,-0.0625,74.928,70.5882
57,2024-07-02 05:35:39,57.8,-1.0,17.0,-0.058823529411764705,75.253,70.716
56,2024-07-02 05:38:58,56.8,-1.0,16.0,-0.0625,75.404,70.8026
55,2024-07-02 05:43:55,55.8,-1.0,1.0,-1.0,75.516,70.9224
54,2024-07-02 05:48:36,54.8,-1.0,17.0,-0.058823529411764705,75.518,71.0226
53,2024-07-02 05:54:37,53.8,-1.0,15.0,-0.06666666666666667,75.301,71.0566
52,2024-07-02 05:57:23,52.8,-1.0,16.0,-0.0625,74.832,70.9624
51,2024-07-02 06:05:06,51.8,-1.0,117.0,-0.008547008547008548,74.22,70.8376
50,2024-07-02 06:06:28,50.8,-1.0,18.0,-0.05555555555555555,73.979,70.7894
49,2024-07-02 06:12:32,49.8,-1.0,17.0,-0.058823529411764705,72.802,70.554
48,2024-07-02 06:17:45,48.8,-1.0,2.0,-0.5,71.775,70.3438
47,2024-07-02 06:23:13,47.8,-1.0,16.0,-0.0625,70.765,70.1294
46,2024-07-02 06:28:12,46.8,-1.0,17.0,-0.058823529411764705,69.806,69.9236
45,2024-07-02 06:31:12,45.8,-1.0,16.0,-0.0625,69.373,69.8298
44,2024-07-02 06:34:13,44.8,-1.0,16.0,-0.0625,68.79,69.7048
43,2024-07-02 06:37:34,43.8,-1.0,18.0,-0.05555555555555555,68.155,69.5668
42,2024-07-02 06:43:03,42.8,-1.0,17.0,-0.058823529411764705,67.076,69.329
41,2024-07-02 06:47:43,41.8,-1.0,16.0,-0.0625,66.175,69.1308
40,2024-07-02 06:50:43,40.8,-1.0,14.0,-0.07142857142857142,65.564,68.9962
40,2024-07-02 06:51:18,40.4,-1.0,17.0,-0.058823529411764705,65.412,68.9622
39,2024-07-02 06:58:43,39.8,-1.0,16.0,-0.0625,64.009,68.6428
38,2024-07-02 07:04:12,38.8,-1.0,15.0,-0.06666666666666667,62.961,68.399
37,2024-07-02 07:16:36,37.8,-1.0,17.0,-0.058823529411764705,60.598,67.8418
36,2024-07-02 07:22:55,36.8,-1.0,33.0,-0.030303030303030304,59.495,67.5702
99,2024-07-02 14:10:42,99.8,-1.0,17.0,-0.058823529411764705,58.487,67.2308
98,2024-07-02 14:16:12,98.8,-1.0,16.0,-0.0625,58.967,67.2544
97,2024-07-02 14:22:13,97.8,-1.0,15.0,-0.06666666666666667,59.512,67.2782
96,2024-07-02 14:31:03,96.8,-1.0,2.0,-0.5,60.37,67.3096
95,2024-07-02 14:46:10,95.8,-1.0,18.0,-0.05555555555555555,62.11,67.3636
94,2024-07-02 14:58:30,94.8,-1.0,15.0,-0.06666666666666667,63.75,67.4144
93,2024-07-02 15:08:41,93.8,-1.0,15.0,-0.06666666666666667,65.028,67.4568
93,2024-07-02 15:09:14,93.6,-1.0,16.0,-0.0625,65.051,67.459
92,2024-07-02 15:15:48,92.8,-1.0,16.0,-0.0625,65.437,67.4866
91,2024-07-02 15:24:20,91.8,-1.0,17.0,-0.058823529411764705,65.957,67.5194
90,2024-07-02 15:30:08,90.8,-1.0,17.0,-0.058823529411764705,66.359,67.5398
89,2024-07-02 15:37:17,89.8,-1.0,17.0,-0.058823529411764705,66.898,67.5668
88,2024-07-02 15:43:19,88.8,-1.0,16.0,-0.0625,67.253,67.5834
87,2024-07-02 15:51:49,87.8,-1.0,14.0,-0.07142857142857142,67.971,67.616
86,2024-07-02 15:54:19,86.8,-1.0,16.0,-0.0625,68.181,67.6258
85,2024-07-02 15:59:33,85.8,-1.0,16.0,-0.0625,68.585,67.6468
84,2024-07-02 16:02:50,84.8,-1.0,16.0,-0.0625,68.84,67.6602
83,2024-07-02 16:11:54,83.8,-1.0,15.0,-0.06666666666666667,69.07,67.6732
83,2024-07-02 16:13:01,83.4,-1.0,15.0,-0.06666666666666667,69.155,67.6784
82,2024-07-02 16:17:09,82.8,-1.0,2.0,-0.5,69.511,67.7008
81,2024-07-02 16:22:06,81.8,-1.0,17.0,-0.058823529411764705,69.883,67.725
81,2024-07-02 16:23:10,81.2,-1.0,16.0,-0.0625,69.964,67.7308
80,2024-07-02 16:26:46,80.8,-1.0,16.0,-0.0625,70.256,67.751
80,2024-07-02 16:27:19,80.6,-1.0,15.0,-0.06666666666666667,70.297,67.754
79,2024-07-02 16:31:27,79.8,-1.0,2.0,-0.5,70.641,67.7872
78,2024-07-02 16:35:51,78.8,-1.0,18.0,-0.05555555555555555,70.969,67.8226
77,2024-07-02 16:41:04,77.8,-1.0,15.0,-0.06666666666666667,71.398,67.87
76,2024-07-02 16:44:55,76.8,-1.0,149.0,-0.006711409395973154,71.519,67.883
75,2024-07-02 16:48:28,75.8,-1.0,16.0,-0.0625,71.798,67.9128
74,2024-07-02 16:51:31,74.8,-1.0,16.0,-0.0625,72.053,67.9426
73,2024-07-02 17:01:57,73.8,-1.0,16.0,-0.0625,72.873,68.0462
72,2024-07-02 17:04:09,72.8,-1.0,15.0,-0.06666666666666667,73.06,68.0678
71,2024-07-02 17:08:34,71.8,-1.0,16.0,-0.0625,73.44,68.0412
70,2024-07-02 17:10:45,70.8,-1.0,16.0,-0.0625,73.628,68.02
70,2024-07-02 17:11:20,70.6,-1.0,18.0,-0.05555555555555555,73.669,68.0158
69,2024-07-02 17:15:58,69.8,-1.0,16.0,-0.0625,74.041,67.9796
68,2024-07-02 17:18:26,68.8,-1.0,15.0,-0.06666666666666667,74.242,67.9578
67,2024-07-02 17:24:32,67.8,-1.0,3.0,-0.3333333333333333,74.747,67.9052
66,2024-07-02 17:27:32,66.8,-1.0,17.0,-0.058823529411764705,74.986,67.8802
65,2024-07-02 17:32:12,65.8,-1.0,15.0,-0.06666666666666667,75.329,67.8434
64,2024-07-02 17:35:48,64.8,-1.0,17.0,-0.058823529411764705,75.637,67.8134
63,2024-07-02 17:39:22,63.8,-1.0,17.0,-0.058823529411764705,75.926,67.7852
62,2024-07-02 17:43:28,62.8,-1.0,31.0,-0.03225806451612903,76.228,67.7524
61,2024-07-02 17:47:37,61.8,-1.0,16.0,-0.0625,76.507,67.7214
60,2024-07-02 17:50:04,60.8,-1.0,15.0,-0.06666666666666667,76.705,67.6986
59,2024-07-02 17:56:08,59.8,-1.0,17.0,-0.058823529411764705,77.18,67.6416
58,2024-07-02 17:59:25,58.8,-1.0,31.0,-0.03225806451612903,77.409,67.6128
57,2024-07-02 18:03:34,57.8,-1.0,34.0,-0.029411764705882353,77.712,67.5742
56,2024-07-02 18:06:19,56.8,-1.0,17.0,-0.058823529411764705,77.898,67.549
55,2024-07-02 18:11:16,55.8,-1.0,2.0,-0.5,78.257,67.499
54,2024-07-02 18:13:27,54.8,-1.0,16.0,-0.0625,78.392,67.4784
53,2024-07-02 18:18:08,53.8,-1.0,16.0,-0.0625,78.701,67.4288
53,2024-07-02 18:20:36,53.8,-1.0,16.0,-0.0625,78.87,67.404
52,2024-07-02 18:23:06,52.8,-1.0,16.0,-0.0625,79.015,67.3804
51,2024-07-02 18:27:29,51.8,-1.0,16.0,-0.0625,79.27,67.337
50,2024-07-02 18:30:46,50.8,-1.0,15.0,-0.06666666666666667,79.464,67.3018
49,2024-07-02 18:35:44,49.8,-1.0,133.0,-0.007518796992481203,78.927,67.268
48,2024-07-02 18:37:08,49.4,-1.0,84.0,-0.011904761904761904,78.875,67.2648
47,2024-07-02 18:41:30,47.8,-1.0,15.0,-0.06666666666666667,78.152,67.2212
46,2024-07-02 18:43:09,46.8,-1.0,15.0,-0.06666666666666667,77.787,67.1986
45,2024-07-02 18:48:24,45.8,-1.0,215.0,-0.004651162790697674,77.362,67.1724
44,2024-07-02 18:50:17,44.8,-1.0,15.0,-0.06666666666666667,76.989,67.1484
43,2024-07-02 18:54:43,43.8,-1.0,17.0,-0.058823529411764705,76.016,67.0846
91,2024-07-02 20:04:14,72.2,-1.0,16.0,-0.0625,75.838,67.0922
90,2024-07-02 20:07:32,90.8,-1.0,16.0,-0.0625,75.759,67.1718
89,2024-07-02 20:11:21,89.8,-1.0,164.0,-0.006097560975609756,75.723,67.2016
88,2024-07-02 20:11:38,89.2,-1.0,15.0,-0.06666666666666667,75.706,67.213
87,2024-07-02 20:15:13,87.8,-1.0,16.0,-0.0625,75.592,67.288
86,2024-07-02 20:17:09,86.8,-1.0,2.0,-0.5,75.528,67.328
85,2024-07-02 20:20:09,85.8,-1.0,15.0,-0.06666666666666667,75.407,67.395
84,2024-07-02 20:25:22,84.8,-1.0,16.0,-0.0625,75.186,67.506
83,2024-07-02 20:28:24,83.8,-1.0,15.0,-0.06666666666666667,75.029,67.5786
82,2024-07-02 20:30:53,82.8,-1.0,17.0,-0.058823529411764705,74.917,67.627
81,2024-07-02 20:34:10,81.8,-1.0,17.0,-0.058823529411764705,74.747,67.697
80,2024-07-02 20:36:23,80.8,-1.0,17.0,-0.058823529411764705,74.62,67.7454
79,2024-07-02 20:39:23,79.8,-1.0,16.0,-0.0625,74.439,67.8076
78,2024-07-02 20:43:32,78.8,-1.0,149.0,-0.006711409395973154,74.31,67.8482
77,2024-07-02 20:47:06,77.8,-1.0,16.0,-0.0625,74.084,67.918
76,2024-07-02 20:49:18,76.8,-1.0,17.0,-0.058823529411764705,73.93,67.9628
75,2024-07-02 20:52:02,75.8,-1.0,16.0,-0.0625,73.731,68.0156
74,2024-07-02 20:53:43,74.8,-1.0,3.0,-0.3333333333333333,73.597,68.049
73,2024-07-02 20:58:21,73.8,-1.0,15.0,-0.06666666666666667,73.252,68.1342
72,2024-07-02 21:05:13,72.8,-1.0,16.0,-0.0625,72.803,68.2442
71,2024-07-02 21:08:33,71.8,-1.0,17.0,-0.058823529411764705,72.682,68.2728
70,2024-07-02 21:11:18,70.8,-1.0,17.0,-0.058823529411764705,72.492,68.314
69,2024-07-02 21:14:51,69.8,-1.0,15.0,-0.06666666666666667,72.254,68.3636
68,2024-07-02 21:17:54,68.8,-1.0,17.0,-0.058823529411764705,71.989,68.4162
67,2024-07-02 21:23:24,67.8,-1.0,117.0,-0.008547008547008548,71.696,68.4732
66,2024-07-02 21:24:44,66.8,-1.0,15.0,-0.06666666666666667,71.58,68.494
65,2024-07-02 21:27:46,65.8,-1.0,17.0,-0.058823529411764705,71.435,68.5178
64,2024-07-02 21:32:59,64.8,-1.0,16.0,-0.0625,70.92,68.5984
63,2024-07-02 21:35:44,63.8,-1.0,15.0,-0.06666666666666667,70.648,68.64
62,2024-07-02 21:40:59,62.8,-1.0,132.0,-0.007575757575757576,70.297,68.6902
61,2024-07-02 21:42:55,61.8,-1.0,17.0,-0.058823529411764705,70.088,68.7186
60,2024-07-02 21:46:44,60.8,-1.0,15.0,-0.06666666666666667,69.845,68.749
58,2024-07-02 21:51:44,59.6,-2.0,183.0,-0.01092896174863388,69.6,68.7774
56,2024-07-02 21:57:13,57.6,-2.0,231.0,-0.008658008658008658,69.374,68.7994
55,2024-07-02 21:59:42,55.8,-1.0,18.0,-0.05555555555555555,69.073,68.8238
54,2024-07-02 22:03:15,55.2,-1.0,197.0,-0.005076142131979695,69.011,68.8284
53,2024-07-02 22:03:49,54.0,-1.0,16.0,-0.0625,68.917,68.8348
52,2024-07-02 22:06:34,52.8,-1.0,2.0,-0.5,68.567,68.8566
51,2024-07-02 22:09:35,51.8,-1.0,16.0,-0.0625,68.279,68.8726
51,2024-07-02 22:10:07,51.6,-1.0,15.0,-0.06666666666666667,68.215,68.8532
50,2024-07-02 22:12:37,50.8,-1.0,16.0,-0.0625,67.893,68.755
49,2024-07-02 22:14:32,49.8,-1.0,1.0,-1.0,67.727,68.7048
48,2024-07-02 22:16:44,48.8,-1.0,16.0,-0.0625,67.459,68.623
48,2024-07-02 22:17:16,48.6,-1.0,17.0,-0.058823529411764705,67.392,68.6024
47,2024-07-02 22:20:01,47.8,-1.0,17.0,-0.058823529411764705,67.017,68.4878
46,2024-07-02 22:23:21,46.8,-1.0,34.0,-0.029411764705882353,66.573,68.3518
45,2024-07-02 22:26:55,45.8,-1.0,17.0,-0.058823529411764705,66.09,68.2032
44,2024-07-02 22:29:24,44.8,-1.0,17.0,-0.058823529411764705,65.774,68.1058
43,2024-07-02 22:34:53,43.8,-1.0,16.0,-0.0625,65.041,67.8766
42,2024-07-02 22:38:28,42.8,-1.0,100.0,-0.01,64.76,67.7884
41,2024-07-02 22:41:13,41.8,-1.0,17.0,-0.058823529411764705,64.365,67.665
40,2024-07-02 22:45:38,40.8,-1.0,17.0,-0.058823529411764705,63.73,67.4596
39,2024-07-02 22:48:55,39.8,-1.0,16.0,-0.0625,63.274,67.3086
38,2024-07-02 22:53:51,38.8,-1.0,16.0,-0.0625,62.608,67.088
37,2024-07-02 22:58:15,37.8,-1.0,15.0,-0.06666666666666667,61.959,66.877
36,2024-07-02 23:03:13,36.8,-1.0,15.0,-0.06666666666666667,61.241,66.6408
36,2024-07-02 23:03:46,36.6,-1.0,16.0,-0.0625,61.17,66.617
35,2024-07-02 23:08:27,35.8,-1.0,17.0,-0.058823529411764705,60.496,66.3888
34,2024-07-02 23:18:04,34.8,-1.0,16.0,-0.0625,59.489,66.0348
34,2024-07-02 23:18:36,34.6,-1.0,14.0,-0.07142857142857142,59.422,66.0102
33,2024-07-02 23:30:49,33.8,-1.0,352.0,-0.002840909090909091,58.843,65.8002
32,2024-07-02 23:35:30,32.8,-1.0,16.0,-0.0625,58.224,65.5768
31,2024-07-02 23:43:27,31.8,-1.0,16.0,-0.0625,57.414,65.2742
31,2024-07-02 23:44:18,31.4,-1.0,17.0,-0.058823529411764705,57.28,65.2234
30,2024-07-02 23:48:57,30.8,-1.0,16.0,-0.0625,56.681,64.9936
30,2024-07-02 23:49:31,30.6,-1.0,15.0,-0.06666666666666667,56.584,64.9556
29,2024-07-03 00:09:09,29.8,-1.0,16.0,-0.0625,55.46,64.509
29,2024-07-03 00:09:43,29.6,-1.0,17.0,-0.058823529411764705,55.398,64.4836
99,2024-07-03 02:38:03,87.6,-1.0,348.0,-0.0028735632183908046,54.589,64.0798
98,2024-07-03 08:54:39,98.8,-1.0,16.0,-0.0625,56.442,64.155
97,2024-07-03 09:17:38,97.8,-1.0,2.0,-0.5,58.559,64.2458
96,2024-07-03 09:21:12,96.8,-1.0,15.0,-0.06666666666666667,59.188,64.2758
95,2024-07-03 09:34:56,95.8,-1.0,17.0,-0.058823529411764705,61.288,64.3724
94,2024-07-03 09:44:50,94.8,-1.0,18.0,-0.05555555555555555,63.147,64.4614
93,2024-07-03 10:07:38,93.8,-1.0,17.0,-0.058823529411764705,63.598,64.6416
92,2024-07-03 10:20:17,92.8,-1.0,16.0,-0.0625,64.026,64.8024
